a 安 爱 阿 啊 按 案 暗 岸 奥 唉 碍 矮 哀 昂 傲 挨 袄 埃 呵 哎 澳 艾 氨 俺 癌 凹 鞍 懊 熬 隘
a1 阿 啊 呵 腌 吖 锕 錒
a2 嗄 呵 啊
a3 呵 啊
a4 呵 啊
a5 啊 阿
aba 阿爸
guixiang 归降
guixianqiepei 诡衔窃辔
guixing 归省
guixing 贵姓
guixingjubu 规行矩步
guixinrujian 归心如箭
guixinsijian 归心似箭
guixiong 鬼雄
guiyanbugao 龟厌不告
guiyang 贵恙
guiyang 贵阳
guiyi 归依
guiyi 瑰异
guiyi 皈依
guiyi 诡异
guiyin 归阴
guiyin 归隐
guiyinjianbi 贵阴贱璧
guiyiqixing 瑰意琦行
guiyu 鳜鱼
guiyuan 垝垣
guiyuan 柜员
guiyuan 桂圆
guiyuanjianjin 贵远贱近
guiyue 规约
guiyuhuidu 龟玉毁椟
guiyujiliang 鬼蜮伎俩
guize 规则
guizha 诡诈
guizhang 规章
guizhe 归着
guizhe 轨辙
guizhen 归真
guizhen 轨枕
guizhenfanpu 归真反璞
guizhenfanpu 归真返璞
guizheng 归整
guizheng 规整
guizheng 规正
guizhengshouqiu 归正守丘
guizhi 归置
guizhi 规制
guizhidao 鬼知道
guizhong 贵重
guizhou 贵州
guizhou 贵胄
guizhu 桂竹
guizhu 筀竹
guizhuangjianlao 贵壮贱老
guizi 柜子
guizi 贵子
guizi 鬼子
guizihua 鬼子话
guizipiaoxiang 桂子飘香
guizishou 刽子手
guizong 归总
guizu 贵族
guizu 龟足
guizui 归罪
guji 估计 古及 顾及
guji 古籍
guji 咕叽
guji 咕唧
guji 孤寂
guji 顾忌
gujia 估价
gujia 顾家
gujia 骨架
gujiaguaren 孤家寡人
gujian 固件
gujianqingshen 故剑情深
gujianshangnong 谷贱伤农
gujiao 故交
gujiao 骨胶
gujiao 鼓角
gujichongyan 故技重演
gujie 骨节
gujijianmo 毂击肩摩
gujin 股金
gujin 鼓劲
gujingwubo 古井无波
gujinzhongwai 古今中外
gujiu 古旧
gujiu 姑舅
gujiubuqi 故旧不弃
guju 故居
gujuji 古巨基
gujunzuozhan 孤军作战
guke 顾客
guku 骨库
gukuan 姑宽
gukulingding 孤苦伶仃
gulai 古来
gulanjing 古兰经
gulao 古老
gulao 孤老
gulaolao 姑姥姥
gulaoye 姑老爷
guleizuowu 谷类作物
guli 故里
guli 股利
guli 骨力
guli 鼓励
gulian 顾怜
gulian 顾恋
gulian 顾脸
guliang 估量
gulimu 孤立木
guling 骨龄
gulingling 孤零零
guliwuyuan 孤立无援
guliyu 孤立语
gulong 咕隆
gulou 固陋
gulou 锢露
gulou 鼓楼
gulouguawen 孤陋寡闻
gulu 毂辘
gulu 轱轳
gulu 轱辘
gulu 骨碌
guluanguahu 孤鸾寡鹄
gulugulu 咕噜咕噜
gululu 咕噜噜
gululu 骨碌碌
gulv 顾虑
guma 姑妈
gumaoguxin 古貌古心
gumin 股民
gumingdiaoyu 沽名钓誉
gumingsiyi 顾名思义
gumo 汩没
gumo 骨膜
gumo 鼓膜
gumozhao 估摸着
gumu 姑母
gumu 钴鉧
gun 滚 棍 衮 滾 鲧 袞 辊 磙 绲 裩 㙥 㨰 㫎 㯻 䃂 䎾 䙛 䜇 丨 掍 緄 蓘 蔉 輥 鮌 鯀 㔳 䵪 璭 睴 謴
gun1 裩
gun3 滚 衮 滾 鲧 袞 辊 磙 绲 㙥 㨰 㫎 㯻 䃂 䎾 䙛 䜇 丨 掍 緄 蓘 蔉 輥 鮌 鯀
gun4 棍 㔳 䃂 䜇 䵪 璭 睴 謴
gunainai 姑奶奶
gunang 鼓囊
gunba 滚吧
gunbang 棍棒
gunbian 滚边
gunbian 绲边
gunchiji 滚齿机
gunchu 滚出
guncun 滚存
gundan 滚蛋
gundaorou 滚刀肉
gundaotiao 滚到条
gundong 滚动
gundongtiao 滚动条
gundongzhoucheng 滚动轴承
gunercha 棍儿茶
gunfan 滚翻
gunfei 滚沸
gunfei 滚肥
gunfu 衮服
gungang 滚杠
gungualanshu 滚瓜烂熟
gungualiuyuan 滚瓜溜圆
gungun 棍棍
gungun 滚滚
gungunzhugong 衮衮诸公
guni 贾妮
gunian 顾念
guniang 姑娘
guniangbai 姑娘白
gunianger 姑娘儿
guniu 牯牛
gunlei 滚雷
gunlun 滚轮
gunmu 滚木
gunong 咕哝
gunong 雇农
gunong 鼓弄
gunongxuanxu 故弄玄虚
gunre 滚热
gunshui 滚水
guntang 滚烫
gunti 滚梯
guntong 滚筒
gunxueqiu 滚雪球
gunyuan 滚圆
gunzhu 滚珠
gunzhuzhoucheng 滚珠轴承
gunzi 磙子
gunzi 辊子
guo 国 过 果 锅 郭 裹 過 國 涡 蝈 聒 掴 帼 虢 鍋 椁 馘 嘓 蜾 渦 啯 埚 崞 腘 猓 呙 咼 埻 堝 墎 彍 濄 蟈 鈛 㕵 㖪 㚍 㶁 䂸 䆐 䐸 䤋 䬎 囯 囶 囻 圀 幗 慖 摑 漍 簂 聝 膕 㞅 䙨 䴹 惈 槨 淉 粿 綶 菓 輠 錁 鐹 餜 馃 㳀 腂
guo1 锅 郭 過 过 涡 蝈 聒 鍋 嘓 渦 啯 埚 崞 呙 咼 埻 堝 墎 彍 濄 蟈 鈛
guo2 国 國 掴 帼 虢 馘 腘 㕵 㖪 㚍 㶁 䂸 䆐 䐸 䤋 䬎 囯 囶 囻 圀 幗 慖 摑 漍 簂 聝 膕
guo3 果 裹 椁 蜾 猓 㞅 䙨 䴹 惈 槨 淉 粿 綶 菓 輠 錁 鐹 餜 馃
guo4 过 過 㳀 腂
guoan 国安
guoba 锅巴
guoban 过半
guobang 过磅
guobao 国宝
guoben 国本
guobie 国别
guobin 国宾
guobing 国柄
guobing 锅饼
guobuguo 过不过
guobuhao 过不好
guobujiannan 国步艰难
guobujiu 过不久
guobuqiran 果不其然
guobuqu 过不去
guoce 国策
guochan 国产
guochanche 国产车
guocheng 过秤
guocheng 过程
guochi 国耻
guochou 国仇
guocong 过从
guocui 国粹
guocuo 过错
guodang 过当
guodanpi 果丹皮
guodao 过道 国道
guode 过得 过的
guodehao 过的好
guodequ 过得去
guodi 过低
guodian 国电
guodong 过冬
guodonger 果冻儿
guodongzuowu 过冬作物
guodu 国都
guodu 过渡 国度 过度
guoduan 果断
guodudao 过渡到
guoduneige 过渡内阁
guoduqi 过渡期
guoer 果儿
guoer 果饵
guoer 聒耳
guoer 过儿
guoerwangjia 国尔忘家
guofa 国法
guofang 过房
guofang 过访
guofangbu 国防部
guofangbuzhang 国防部长
guofangjun 国防军
guofen 果粉
guofen 过分 国分 过份
guofu 国父
guofu 果脯
guofu 果腹
guofu 过付
guofubingqiang 国富兵强
guofuminan 国富民安
guofuminfeng 国富民丰
guoganer 果干儿
guoge 国格
guoge 国歌
guogu 国故
guoguan 过关
guoguanzhanjiang 过关斩将
guoguoer 蝈蝈儿
guohao 国号
guohao 过好
guohe 涡河
guohe 过河
guohechaiqiao 过河拆桥
guohou 过后
guohu 过户
guohua 国画
guohua 国花
guohua 过话
guohuacunshen 过化存神
guohui 国会
guohui 国徽
guohun 国魂
guohuo 国货
guohuo 过活
guohuo 过火
guohuo 锅伙
guoji 国际 国籍
guoji 过激
guoji 过继
guojia 国家
guojiacaipan 国家裁判
guojiade 国家的
guojiagongyuan 国家公园
guojiahexinqikan 国家核心期刊
guojiahuo 过家伙
guojiaji 国家级
guojiajiguan 国家机关
guojiajiyinzu 国家基因组
guojialinyeju 国家林业局
guojiang 果酱
guojiang 过奖
guojiangzhiji 过江之鲫
guojiao 国交
guojiao 国教
guojiao 国脚
guojiaosai 国际奥塞
guojiashui 国家税
guojiasuoyouzhi 国家所有制
guojiazongli 国家总理
guojicaipan 国际裁判
guojichangtu 国际长途
guojidanweizhi 国际单位制
guojie 过节 国界
guojieer 过节儿
guojiehao 过节好
guojielaoshu 过街老鼠
guojielou 过街楼
guojiertongjie 国际儿童节
guojietianqiao 过街天桥
guojifa 国际法
guojifunvjie 国际妇女节
guojige 国际歌
guojigongfa 国际公法
guojigongguan 国际共管
guojigongzhi 国际公制
guojiguanli 国际惯例
guojilaodongjie 国际劳动节
guojilianmeng 国际联盟
guojiminsheng 国计民生
guojing 国境
guojingjing 郭晶晶
guojiriqibiangengxian 国际日期变更线
guojisifa 国际私法
guojiu 果酒
guojixiangqi 国际象棋
guojiyinbiao 国际音标
guojizhi 国际制
guojizhuyi 国际主义
guojizongdui 国际纵队
guoju 国剧
guojue 果决
guojun 国君
guoke 过客
guoku 国库
guokui 锅盔
guokuquan 国库券
guola 过啦
guolai 过来
guolaide 过来的
guolairen 过来人
guole 过了
guolei 郭磊
guoli 国力
guoli 国立
guoli 过礼
guolian 国联
guoliang 过量
guoliangzuojia 裹粮坐甲
guoliaoer 果料儿
guolin 过淋
guolu 过录
guolu 锅炉
guoluan 裹乱
guolucaishen 过路财神
guoluo 国罗
guoluo 蜾蠃
guolv 果绿
guolv 过滤
guolv 过虑
guolvqi 过滤器
guolvzui 过滤嘴
guomei 国美
guomen 国门
guomen 过门
guomener 过门儿
guomin 国民 过敏
guomindang 国民党
guominjingji 国民经济
guominshouru 国民收入
guomu 国母
guomu 果木
guomubuwang 过目不忘
guomuchengsong 过目成诵
guonan 国难
guonei 国内
guoneiwai 国内外
guoneiwang 国内网
guonian 过年
guoniao 国鸟
guonong 果农
guopan 果盘
guopi 果皮
guopin 果品
guopojiawang 国破家亡
guoqi 过期 国企 国旗
guoqian 过谦
guoqiao 过桥
guoqiaochouban 过桥抽板
guoqing 国庆 国情
guoqu 过去
guoqude 过去的
guoquhou 过去后
guoqushi 过去时
guoran 果然
guoranlihai 果然厉害
guoranruci 果然如此
guore 过热
guoren 国人
guori 过日
guorizi 过日子
guorou 果肉
guoru 郭汝
guosang 国丧
guosetianxiang 国色天香
guosetianzi 国色天姿
guoshaizi 过筛子
guoshang 国殇
guoshang 过晌
guosheng 过剩
guoshengri 过生日
guoshenqici 过甚其词
guoshi 国事
guoshi 国势
guoshi 国史
guoshi 国是
guoshi 果实
guoshi 过世
guoshi 过失
guoshi 过时
guoshibuhou 过时不候
guoshifangwen 国事访问
guoshiwushuang 国士无双
guoshou 国手
guoshou 过手
guoshu 国书
guoshu 国术
guoshu 过数
guosui 果穗
guotai 锅台
guotaiminan 国泰民安
guotang 国帑
guotang 果糖
guotang 过堂
guotangfeng 过堂风
guoti 国体
guotieer 锅贴儿
guoting 过厅
guotingzhixun 过庭之训
guotongqu 国统区
guotou 过头
guotu 国土
guotui 裹腿
guotumenerdajiao 过屠门而大嚼
guotuoji 锅驼机
guowai 国外
guowang 国王
guowang 过往
guowei 国威
guowei 果味
guoweiyishen 过为已甚
guowen 国文
guowen 过问
guowo 腘窝
guowu 国务
guowu 过午
guowuguan 过五关，斩六将
guowuningri 国无宁日
guowuqing 国务卿
guowuweiyuan 国务委员
guowuyuan 国务院
guoxian 崞县
guoxie 裹挟
guoxie 裹胁
guoxin 国信
guoxin 过心
guoyan 国宴
guoyanyanyun 过眼烟云
guoyanyunyan 过眼云烟
guoyanzi 锅烟子
guoyao 国药
guoye 过夜
guoyi 国医
guoyi 过一 过意
guoyibuqu 过意不去
guoyin 国音
guoyin 过瘾
guoying 果蝇 国营
guoying 过硬
guoyou 国有
guoyoubuji 过犹不及
guoyougu 国有股
guoyouqiye 国有企业
guoyu 国语
guoyu 过誉
guoyu 过逾
guoyuan 果园
guoyue 国乐
guoyuleguan 过于乐观
guoyun 国运
guoyuzixin 果于自信
guoza 裹扎
guozai 过傤
guozai 过载
guozang 国葬
guozao 聒噪
guozei 国贼
guozhai 国债
guozhang 过账
guozhe 过着
guozhen 果真
guozhi 果枝
guozhi 果汁
guozhong 过重
guozhuang 锅庄
guozi 果子
guozi 锅子
guozi 馃子
guozijian 国子监
guozijiang 果子酱
guozijiu 果子酒
guozilu 果子露
guozubuqian 裹足不前
gupai 骨牌
gupaixiaoying 骨牌效应
gupanzixiong 顾盼自雄
gupao 钴炮
gupen 骨盆
gupenzhiqi 鼓盆之戚
gupi 孤僻
gupi 痼癖
gupiao 股票
gupiaocaozuoxue 股票操作学
gupiaojiagezhishu 股票价格指数
guping 股评
gupo 姑婆
gupu 古朴
guqi 骨气
guqianbuguhou 顾前不顾后
guqie 姑且
guqin 古琴
guqing 雇请
guqu 故去
guquan 股权
guquanbulao 顾犬补牢
guquandaju 顾全大局
guquzhoulang 顾曲周郎
guran 固然
guren 故人
guren 贾人
guroulisan 骨肉离散
gurouweihan 骨肉未寒
gurouxiangcan 骨肉相残
gurouxianglian 骨肉相连
gurouzhiqin 骨肉至亲
guruanjinsu 骨软筋酥
gurui 顾瑞
guruojintang 固若金汤
gururenzui 故入人罪
gusao 姑嫂
guseguxiang 古色古香
gusha 固沙
gusha 故杀
gushalin 固沙林
gushengwu 古生物
gushenxing 谷神星
gushenzhiying 孤身只影
gushi 古诗
gushi 故世
gushi 故事 股市
gushi 骨殖
gushi 鼓室
gushi 鼓师
gushipian 故事片
gushipianer 故事片儿
gushou 固守
gushou 鼓手
gushouruchai 骨瘦如柴
gushu 古书
gushu 故书
gushu 鼓书
gushuang 孤孀
gushui 瀔水
gushuoxiyang 告朔饩羊
gusuanchu 估算出
gutai 固态
gutaifumeng 故态复萌
gutan 骨炭
gutao 顾涛
gutengroufei 骨腾肉飞
guti 固体
gutichao 固体潮
gutishi 古体诗
gutongse 古铜色
gutou 骨头
gutoubuguwei 顾头不顾尾
gutoujiazi 骨头架子
gutoujieer 骨头节儿
gutu 故土
gutu 蓇葖
guwan 古玩
guwangjinlai 古往今来
guwangtingzhi 姑妄听之
guwangyanzhi 姑妄言之
guweijinyong 古为今用
guwen 古文
guwen 顾问
guwenzi 古文字
guwu 古物
guwu 谷物
guxi 古昔
guxi 固习
guxi 故习
guxi 痼习
guxi 股息
guxi 顾惜
guxiang 故乡
guxingjijian 孤行己见
guxiu 顾绣
guxiyangjian 姑息养奸
guxue 骨血
guxun 古训
guya 古雅
guyan 古谚
guyan 瞽言
guyan 箍眼
guye 姑爷
guyeshenren 姑射神人
guyeye 姑爷爷
guyi 估衣
guyi 故意
guyidihuirenjia 故意诋毁人家
guyin 古音
guyingzilian 顾影自怜
guyong 雇佣
guyong 雇用
guyongbingyizhi 雇佣兵役制
guyongguandian 雇佣观点
guyonglaodong 雇佣劳动
guyou 固有
guyou 故友
guyu 古语
guyu 谷雨
guyuan 故园
guyuan 雇员
guyue 古月
guyue 鼓乐
guyunyehe 孤云野鹤
guzai 股灾
guzao 鼓噪
guzhang 姑丈
guzhang 故障
guzhang 臌胀
guzhang 鼓掌
guzhang 鼓胀
guzhangnanming 孤掌难鸣
guzhe 骨折
guzheng 古筝
guzheng 孤证
guzhi 故址
guzhi 股指 固执
guzhidui 故纸堆
guzhijijian 固执己见
guzhou 鹘鸼
guzhu 雇主
guzhu 顾主
guzhuang 古装
guzhuo 古拙
guzhuyizhi 孤注一掷
guzi 姑子
guzi 孤子
guzi 股子
guzi 谷子
guzi 骨子
guzili 骨子里
guzui 箍嘴
guzuogaoshen 故作高深
guzuoyoueryanta 顾左右而言他
h 和 会 好 活 后 还 很 合 化 话 回 或 华 海 花 何 火 孩 号 婚 河 害 候 红 黑 黄 欢 滑 划 护 坏 换 画 货 获 呼 互 乎 环 毫 汉 含 巷 哈 户 挥 忽 核 胡 航 湖 混 横 灰 狠 怀 喝 厚 虎 喊 恨 汗 皇 寒 伙 汇 缓 洪 旱 慌 荷 唤 糊 贺 荒 耗 患 祸 衡 狐 辉 毁 恢 豪 猴 昏 惠 轰 壶 惑 悔 浑 咳 绘 魂 慧 宏 恒 浩 痕 幻 盒 晃 烘 蝴 哄 哗 谎 喉 禾 吼 猾 煌 贿 槐 虹 侯 赫 函 宦 焊 弧 韩 霍 褐 哼 杭 徽 淮 蝗 鸿 罕 嘿 憾 鹤 焕 葫 豁 沪 惶 恍 翰 捍 亥 磺 壕 骇
ha 哈 蛤 铪 蝦 鉿
ha1 哈 铪 鉿
ha2 蛤 蝦
ha3 哈
ha4 哈
haa 哈啊
haahe 哈啊和
haba 哈巴
habagou 哈巴狗
habatun 奤夿屯
hada 哈达
haerbin 哈尔滨
haerbingongyedaxue 哈尔滨工业大学
hagongda 哈工大
haha 哈哈
hahaer 哈哈儿
hahaha 哈哈哈
hahajing 哈哈镜
hahaqu 哈哈去
hahe 哈和
hai 还 海 孩 害 咳 還 骇 嗨 骸 亥 氦 颏 駭 醢 嗐 頦 絯 咍 㜾 㨟 䂤 䠹 䠽 䯐 䱺 烸 胲 酼 㕢 㤥 㦟 㧡 㱚 㺔 䇋 䍖 餀 饚
hai1 咳 嗨 咍
hai2 还 孩 還 骸 颏 頦 㜾 㨟 䂤 䠹 䠽 䯐 䱺
hai3 海 醢 烸 胲 酼
hai4 害 骇 嗨 亥 氦 駭 嗐 絯 㕢 㤥 㦟 㧡 㱚 㺔 䇋 䍖 餀 饚
haian 海岸
haianxian 海岸线
haiba 海拔
haibao 海报
haibian 海边
haibijiao 还比较
haibin 海斌
haibin 海滨
haibing 害病
haibu 还不
haibucuo 还不错
haibuda 还不大
haibudao 还不到
haibudong 还不懂
haibuduao 还不读奥
haibugou 还不够
haibuneng 还不能
haibuqu 还不去
haiburongyi 还不容易
haiburu 还不如
haiburubu 还不如不
haibushao 还不少
haibushi 还不是
haibushuijiao 还不睡觉
haibushuo 还不说
haibusuanben 还不算本
haibuxing 还不行
haibuyangbo 海不扬波
haibuzai 还不在
haibuzhi 还不知
haibuzhidao 还不知道
haicai 海菜
haicha 还差
haichan 海产
haichao 海潮
haicheng 海程
haichi 还吃
haichong 害虫
haichu 害处
haidai 海带
haidao 海岛
haidao 海盗 还到
haide 还得 害得 还的
haidi 海底
haidilaoyue 海底捞月
haidilaozhen 海底捞针
haidoushi 还都是
haidui 还对
haiduo 还多
haier 海尔
haifang 海防
haifei 海匪
haifeng 海风
haigan 还敢
haigang 海港
haigao 还搞
haigei 还给
haigeng 海埂
haigou 海沟
haigou 海狗
haiguai 骇怪
haiguan 海关
haigui 海归
haiha 还哈
haihai 海海
haihan 海涵
haihao 还好
haihaosi 还好死
haihu 还湖
haihui 还会
haihuibuhui 还会不会
haihuiyou 还会有
haihunshan 海魂衫
haihuo 海货
haijiang 海疆
haijiao 海椒
haijiaotianya 海角天涯
haijide 还记得
haijin 海禁
haijiu 还就
haijuede 还觉得
haijun 海军
haijunni 海军呢
haikai 还开
haikan 还看
haikeyi 还可以
haikou 害口
haikou 海口
haikuai 还快
haikuang 海况
haikuotiankong 海阔天空
haikushilan 海枯石烂
hailan 海蓝
haili 海里
hailiang 海量
hailing 海岭
hailiu 海流
hailiyunchui 海立云垂
hailu 海路
hailun 海轮
hailuo 海螺
hailuoyin 海洛因
haimei 还没
haimeiyou 还没有
haimeiyounage 还没有那个
haimeiyoushangsheng 还没有上升
haimi 海米
haimian 海绵
haimian 海面
hainan 海南 还难
hainandao 海南岛
haineicunzhiji 海内存知己，天涯若比邻
haineng 还能
hainengfa 还能发
hainiao 害鸟
haiou 海鸥
haipa 害怕
haipa 骇怕
haipai 海派
haipen 海盆
haiqin 海侵
haiqu 海区
haiqu 还去
haiqunzhima 害群之马
hairan 骇然
hairang 还让
hairen 害人
hairenchong 害人虫
hairentingwen 骇人听闻
hairongyi 还容易
hairubu 还如不
haisao 害臊
haishao 还少
haishenwei 海参崴
haishezhi 还设置
haishi 亥时
haishi 海事
haishi 海蚀
haishi 还是
haishishanmeng 海誓山盟
haishishenlou 海市蜃楼
haishizai 还是在
haishou 害兽
haishou 海兽
haishuiqunfei 海水群飞
haishuiyuchang 海水浴场
haishuo 还说
haishuosha 还说啥
haishuoshenmene 还说什么呢
haisi 害死
haisiren 害死人
haisuan 还算
haisun 海损
haita 海獭
haitan 海滩
haitang 海塘
haitang 海棠
haiti 孩提
haitong 孩童
haitu 海图
haitu 海涂
haitun 海豚
haitunyong 海豚泳
haiwai 海外
haiwaiqitan 海外奇谈
haiwan 海湾
haiwan 海碗
haiwangxing 海王星
haiwutianchou 海屋添筹
haixi 害喜
haixia 海峡
haixia 海霞
haixian 海鲜 还嫌
haixiang 海象
haixiang 还想
haixiao 海啸
haixing 还行
haixiu 害羞
haixun 海寻
haixuyao 还需要
haiyan 害眼
haiyan 海盐
haiyan 海蜒
haiyang 海洋
haiyangdaxue 海洋大学
haiyangfagongyue 海洋法公约
haiyangquan 海洋权
haiyangshengwu 海洋生物
haiyangxingqihou 海洋性气候
haiyangxue 海洋学
haiyanheqing 海晏河清
haiyao 还要
haiyaoman 还要慢
haiyaoqu 还要去
haiyaosha 还要啥
haiyi 骇异
haiyiwei 还以为
haiyo 嗨哟
haiyong 还用
haiyou 还有
haiyoubushao 还有不少
haiyoudian 还有点
haiyouge 还有个
haiyouma 还有吗
haiyoumeiyou 还有没有
haiyoune 还有呢
haiyouren 还有人
haiyousha 还有啥
haiyoushui 还有谁
haiyu 海域
haiyu 海鱼
haiyuan 海员
haiyun 海运
haizai 还在
haizaibaoxiuqi 还在保修期
haizaizheli 还在这里
haizang 海葬
haizenme 还怎么
haizhan 海战
haizhe 海蜇
haizhen 还真
haizhenshi 还真是
haizi 孩子
haizi 海子
haizia 孩子啊
haiziqi 孩子气
haizitou 孩子头
halazi 哈喇子
halifa 哈里发
hama 虾蟆
hamahang 蛤蟆夯
hamajing 蛤蟆镜
hamigua 哈密瓜
han 汉 含 喊 韩 寒 汗 函 翰 憾 涵 罕 旱 撼 悍 捍 憨 酣 鼾 邯 瀚 焊 颔 漢 颌 晗 菡 韓 蚶 焓 犴 邗 顸 扞 頷 蛿 頇 撖 熯 唅 嫨 炶 甝 谽 馠 魽 㖤 㙈 㙔 㟏 㟔 㮀 㶰 㼨 䈄 䎏 䗙 䤴 䥁 䨡 䮧 䶃 佄 凾 圅 娢 崡 梒 榦 浛 琀 筨 鋡 㘎 㘕 㘚 㙳 㵎 㸁 㺖 㽉 䍐 䍑 䓍 䓿 䛞 䦈 厈 嚂 浫 蔊 豃 闞 㑵 㒈 㜦 㢨 㨔 㪋 㲦 㵄 㽳 䁔 䌍 䎯 䏎 䏷 䐄 䕿 䖔 䗣 䘶 䧲 䫲 仠 傼 哻 垾 屽 攌 晘 晥 暵 涆 淊 澏 猂 皔 睅 莟 蜭 螒 譀 釬 銲 鋎 閈 闬 雗 頜 顄 馯 駻 鶾
han1 憨 酣 鼾 蚶 顸 頇 唅 嫨 炶 甝 谽 馠 魽
han2 含 韩 寒 函 涵 邯 晗 韓 焓 邗 㖤 㙈 㙔 㟏 㟔 㮀 㶰 㼨 䈄 䎏 䗙 䤴 䥁 䨡 䮧 䶃 佄 凾 圅 娢 崡 梒 榦 汗 浛 琀 筨 鋡
han3 喊 罕 㘎 㘕 㘚 㙳 㵎 㸁 㺖 㽉 䍐 䍑 䓍 䓿 䛞 䦈 厈 嚂 浫 蔊 豃 闞
han4 汉 汗 翰 憾 旱 撼 悍 捍 瀚 焊 颔 漢 颌 菡 犴 扞 頷 蛿 撖 熯 㑵 㒈 㘎 㜦 㢨 㨔 㪋 㲦 㵄 㸁 㽳 䁔 䌍 䍐 䎯 䏎 䏷 䐄 䓿 䕿 䖔 䗣 䘶 䛞 䧲 䫲 䮧 仠 傼 哻 垾 屽 攌 晘 晥 暵 浛 涆 淊 澏 猂 皔 睅 莟 蜭 螒 譀 釬 銲 鋎 閈 闬 雗 頜 顄 馯 駻 鶾
hanbaiyu 汉白玉
hanban 汗斑
hanbao 憨包
hanbaobao 汉堡包
hanbaodaifang 含苞待放
hanbaweinue 旱魃为虐
hanbei 含悲
hanbing 旱冰
hanbugufu 含哺鼓腹
hanbulaji 罕布拉吉
hancai 蔊菜
hanchanglinli 酣畅淋漓
hanchao 寒潮
hanchen 寒伧
hanchen 寒碜
hancheng 汉城
hanchengdaxue 汉城大学
hanchuan 旱船
handai 寒带
handan 菡萏
handan 邯郸
handangangtie 邯郸钢铁
handanxuebu 邯郸学步
handao 旱稻
handao 旱道
handi 旱地
handian 函电
handiao 汉调
handong 寒冬
handong 撼动
handong 涵洞
handonglayue 寒冬腊月
handou 憨豆
hanfeng 寒风
hang 行 航 巷 杭 吭 夯 沆 桁 颃 酐 絎 鸻 忼 㤚 䀪 䘕 䢚 䲳 斻 筕 绗 苀 蚢 貥 迒 雽 頏 魧 䟘 䣈 䦳 䴂
hang1 夯 忼
hang2 行 航 杭 吭 桁 颃 絎 鸻 㤚 䀪 䘕 䢚 䲳 斻 筕 绗 苀 蚢 貥 迒 雽 頏 魧
hang4 行 巷 沆 酐 䟘 䣈 䦳 䴂 忼
hangai 涵盖
hangao 函告
hangban 航班
hangbang 行帮
hangbei 行辈
hangbiao 航标
hangce 航测
hangcheng 航程
hangchuan 航船
hangci 航次
hangdang 行当
hangdao 巷道
hangdao 航道
hangdao 行道
hangdong 行东
hange 扞格
hangehengwu 酣歌恒舞
hangengreyun 寒耕热耘
hangfan 行贩
hangfang 杭纺
hangge 夯歌
hanggui 行规
hanghang 行行
hanghangchuzhuangyuan 行行出状元
hanghua 行话
hanghui 行会
hanghuo 行货
hangjia 行家
hangju 行距
hangkong 航空
hangkongbing 航空兵
hangkonggang 航空港
hangkongmujian 航空母舰
hangkongqi 航空器
hangkongxin 航空信
hangkuan 行款
hanglie 行列
hanglu 航路
hangmo 航模
hangmu 航母
hangmushijian 蒿目时艰
hangong 焊工
hangou 函购
hangou 罕觏
hangoucangji 含垢藏疾
hangounawu 含垢纳污
hangourenru 含垢忍辱
hangpai 航拍
hangqing 行情
hangshi 行市
hangshou 行首 杭售
hangsu 航速
hangtian 航天
hangtianfeiji 航天飞机
hangtuo 夯砣
hanguaer 汗褂儿
hanguan 涵管
hanguang 寒光
hanguang 浛洸
hanguanweiyi 汉官威仪
hanguo 韩国
hanguoren 韩国人
hanguoribao 韩国日报
hangwei 行尾
hangwu 航务
hangwu 行伍
hangxian 航线
hangxiang 航向
hangxieyiqi 沆瀣一气
hangxing 航行
hangye 行业
hangyeyu 行业语
hangyo 杭育
hangyuan 行院
hangyun 航运
hangzhan 行栈
hangzhouhua 杭州话
hangzi 行子
hanhai 瀚海
hanhen 含恨
hanhou 憨厚
hanhu 含胡
hanhua 喊话
hanhua 汉化
hanhuaban 汉化版
hanhuawanjie 寒花晚节
hanhuaxinshiji 汉化新世纪
hanhun 含混
hanhuqici 含糊其辞
hanizu 哈尼族
hanji 旱季
hanji 焊剂
hanjia 寒假
hanjian 函件
hanjian 汉奸
hanjian 汗碱
hanjian 罕见
hanjiang 寒螀
hanjiang 邗江
hanjiao 喊叫
hanjie 焊接
hanjin 寒噤
hanjing 旱井
hanjinjin 汗津津
hanjinliang 含金量
hanju 汉剧
hanju 韩剧
hankong 汗孔
hanku 寒苦
hanla 焊镴
hanlaishuwang 寒来暑往
hanlaobaoshou 旱涝保收
hanleng 寒冷
hanlian 颔联
hanliang 含量
hanliao 焊料
hanliaowenji 含蓼问疾
hanlin 翰林
hanlinlin 汗淋淋
hanliu 寒流
hanliujiabei 汗流浃背
hanlu 寒露
hanlu 旱路
hanluzhukuai 韩卢逐块
hanmagonglao 汗马功劳
hanman 汗漫
hanmao 汗毛
hanmeng 酣梦
hanmian 酣眠
hanmiaodeyu 旱苗得雨
hanmin 汉民
hanmo 翰墨
hanmuchunhua 寒木春华
hannan 汉南
hanniuchongdong 汗牛充栋
hannu 含怒
hanpieryu 罕譬而喻
hanqi 寒气
hanqian 焊钳
hanqiang 焊枪
hanqiao 寒峭
hanqiao 旱桥
hanqing 旱情
hanqing 汗青
hanqiu 寒秋
hanquanzhisi 寒泉之思
hanran 憾然
